id,canonical_institution_key,inst_global_rank,inst_prestige_tier,is_privileged,proxy_group
1603.05221,,,no_institution,False,Underrepresented
1603.05296,,,no_institution,False,Underrepresented
1603.05376,,,no_institution,False,Underrepresented
1603.05381,,,no_institution,False,Underrepresented
1603.05468,,,no_institution,False,Underrepresented
1603.05583,,,no_institution,False,Underrepresented
1603.05595,,,no_institution,False,Underrepresented
1603.05701,,,no_institution,False,Underrepresented
1603.05707,,,no_institution,False,Underrepresented
1603.06171,,,no_institution,False,Underrepresented
1603.06428,,,no_institution,False,Underrepresented
1603.06459,,,no_institution,False,Underrepresented
1603.06559,,,no_institution,False,Underrepresented
1603.06632,,,no_institution,False,Underrepresented
1603.06998,,,no_institution,False,Underrepresented
1603.07077,,,no_institution,False,Underrepresented
1603.07079,,,no_institution,False,Underrepresented
1603.07276,,,no_institution,False,Underrepresented
1603.07378,,,no_institution,False,Underrepresented
1603.07575,,,no_institution,False,Underrepresented
1603.07579,,,no_institution,False,Underrepresented
1603.07602,,,no_institution,False,Underrepresented
1603.07688,,,no_institution,False,Underrepresented
1603.07806,,,no_institution,False,Underrepresented
1603.07893,,,no_institution,False,Underrepresented
1603.07978,,,no_institution,False,Underrepresented
1603.08036,,,no_institution,False,Underrepresented
1603.08179,,,no_institution,False,Underrepresented
1603.08290,,,no_institution,False,Underrepresented
1603.08552,,,no_institution,False,Underrepresented
1603.08582,,,no_institution,False,Underrepresented
1603.08702,bloomberg,,unranked,False,Underrepresented
1603.08747,,,no_institution,False,Underrepresented
1603.09053,,,no_institution,False,Underrepresented
1603.09056,,,no_institution,False,Underrepresented
1603.09080,,,no_institution,False,Underrepresented
1603.09153,,,no_institution,False,Underrepresented
1603.09503,,,no_institution,False,Underrepresented
1603.09509,,,no_institution,False,Underrepresented
1603.09608,,,no_institution,False,Underrepresented
1604.00572,,,no_institution,False,Underrepresented
1604.00606,,,no_institution,False,Underrepresented
1604.00696,,,no_institution,False,Underrepresented
1604.00922,,,no_institution,False,Underrepresented
1604.01157,,,no_institution,False,Underrepresented
1604.01268,,,no_institution,False,Underrepresented
1604.01304,,,no_institution,False,Underrepresented
1604.01435,,,no_institution,False,Underrepresented
1604.01529,,,no_institution,False,Underrepresented
1604.01891,,,no_institution,False,Underrepresented
1604.02280,,,no_institution,False,Underrepresented
1604.02303,,,no_institution,False,Underrepresented
1604.02330,,,no_institution,False,Underrepresented
1604.02646,,,no_institution,False,Underrepresented
1604.02699,,,no_institution,False,Underrepresented
1604.02715,,,no_institution,False,Underrepresented
1604.02846,,,no_institution,False,Underrepresented
1604.02904,,,no_institution,False,Underrepresented
1604.02906,,,no_institution,False,Underrepresented
1604.03181,,,no_institution,False,Underrepresented
1604.03202,,,no_institution,False,Underrepresented
1604.03209,,,no_institution,False,Underrepresented
1604.03224,,,no_institution,False,Underrepresented
1604.03363,,,no_institution,False,Underrepresented
1604.03379,,,no_institution,False,Underrepresented
1604.03584,,,no_institution,False,Underrepresented
1604.03653,,,no_institution,False,Underrepresented
1604.03690,,,no_institution,False,Underrepresented
1604.03716,,,no_institution,False,Underrepresented
1604.03885,,,no_institution,False,Underrepresented
1604.03900,,,no_institution,False,Underrepresented
1604.04558,,,no_institution,False,Underrepresented
1604.04598,,,no_institution,False,Underrepresented
1604.04602,,,no_institution,False,Underrepresented
1604.04750,,,no_institution,False,Underrepresented
1604.05156,,,no_institution,False,Underrepresented
1604.05363,,,no_institution,False,Underrepresented
1604.05454,,,no_institution,False,Underrepresented
1604.06147,,,no_institution,False,Underrepresented
1604.06635,,,no_institution,False,Underrepresented
1604.06664,,,no_institution,False,Underrepresented
1604.06774,,,no_institution,False,Underrepresented
1604.06941,,,no_institution,False,Underrepresented
1604.07019,,,no_institution,False,Underrepresented
1604.07055,,,no_institution,False,Underrepresented
1604.07103,,,no_institution,False,Underrepresented
1604.07116,,,no_institution,False,Underrepresented
1604.07342,,,no_institution,False,Underrepresented
1604.07500,,,no_institution,False,Underrepresented
1604.07706,,,no_institution,False,Underrepresented
1604.07986,,,no_institution,False,Underrepresented
1604.08007,,,no_institution,False,Underrepresented
1604.08050,,,no_institution,False,Underrepresented
1604.08067,,,no_institution,False,Underrepresented
1604.08079,,,no_institution,False,Underrepresented
1604.08302,,,no_institution,False,Underrepresented
1604.08336,,,no_institution,False,Underrepresented
1604.08385,,,no_institution,False,Underrepresented
1604.08692,,,no_institution,False,Underrepresented
1604.08725,,,no_institution,False,Underrepresented
1604.08768,,,no_institution,False,Underrepresented
1604.08880,,,no_institution,False,Underrepresented
1605.00081,,,no_institution,False,Underrepresented
1605.00695,,,no_institution,False,Underrepresented
1605.00707,,,no_institution,False,Underrepresented
1605.00799,,,no_institution,False,Underrepresented
1605.00992,,,no_institution,False,Underrepresented
1605.01298,,,no_institution,False,Underrepresented
1605.01321,,,no_institution,False,Underrepresented
1605.01470,,,no_institution,False,Underrepresented
1605.01671,,,no_institution,False,Underrepresented
1605.01686,,,no_institution,False,Underrepresented
1605.01716,,,no_institution,False,Underrepresented
1605.01799,,,no_institution,False,Underrepresented
1605.01930,,,no_institution,False,Underrepresented
1605.02012,,,no_institution,False,Underrepresented
1605.02307,,,no_institution,False,Underrepresented
1605.02414,,,no_institution,False,Underrepresented
1605.02421,,,no_institution,False,Underrepresented
1605.02436,,,no_institution,False,Underrepresented
1605.02566,,,no_institution,False,Underrepresented
1605.02813,,,no_institution,False,Underrepresented
1605.02914,fau erlangen nürnberg,,unranked,False,Underrepresented
1605.02934,,,no_institution,False,Underrepresented
1605.02987,,,no_institution,False,Underrepresented
1605.03143,deepmind,,unranked,False,Underrepresented
1605.03158,,,no_institution,False,Underrepresented
1605.03218,,,no_institution,False,Underrepresented
1605.03219,,,no_institution,False,Underrepresented
1605.03313,,,no_institution,False,Underrepresented
1605.03415,,,no_institution,False,Underrepresented
1605.04055,,,no_institution,False,Underrepresented
1605.04144,,,no_institution,False,Underrepresented
1605.04219,,,no_institution,False,Underrepresented
1605.04230,,,no_institution,False,Underrepresented
1605.04259,,,no_institution,False,Underrepresented
1605.04265,,,no_institution,False,Underrepresented
1605.04527,,,no_institution,False,Underrepresented
1605.04593,,,no_institution,False,Underrepresented
1605.04623,,,no_institution,False,Underrepresented
1605.04674,,,no_institution,False,Underrepresented
1605.04806,,,no_institution,False,Underrepresented
1605.05862,,,no_institution,False,Underrepresented
1605.05863,,,no_institution,False,Underrepresented
1605.06083,tilburg university,,unranked,False,Underrepresented
1605.06220,,,no_institution,False,Underrepresented
1605.06456,,,no_institution,False,Underrepresented
1605.06727,,,no_institution,False,Underrepresented
1605.06867,,,no_institution,False,Underrepresented
1605.07141,,,no_institution,False,Underrepresented
1605.07260,,,no_institution,False,Underrepresented
1605.07532,,,no_institution,False,Underrepresented
1605.07594,,,no_institution,False,Underrepresented
1605.07994,,,no_institution,False,Underrepresented
1605.08034,,,no_institution,False,Underrepresented
1605.08105,,,no_institution,False,Underrepresented
1605.08127,,,no_institution,False,Underrepresented
1605.08192,,,no_institution,False,Underrepresented
1605.08273,,,no_institution,False,Underrepresented
1605.08357,,,no_institution,False,Underrepresented
1605.08513,,,no_institution,False,Underrepresented
1605.08592,,,no_institution,False,Underrepresented
1605.08619,,,no_institution,False,Underrepresented
1605.08637,,,no_institution,False,Underrepresented
1605.08861,,,no_institution,False,Underrepresented
1605.08869,,,no_institution,False,Underrepresented
1605.08898,,,no_institution,False,Underrepresented
1605.08964,,,no_institution,False,Underrepresented
1605.09184,,,no_institution,False,Underrepresented
1605.09491,,,no_institution,False,Underrepresented
1605.09659,,,no_institution,False,Underrepresented
1605.09782,,,no_institution,False,Underrepresented
1606.00043,,,no_institution,False,Underrepresented
1606.00303,,,no_institution,False,Underrepresented
1606.00325,,,no_institution,False,Underrepresented
1606.00496,,,no_institution,False,Underrepresented
1606.00832,penn state university,,unranked,False,Underrepresented
1606.00878,,,no_institution,False,Underrepresented
1606.01128,,,no_institution,False,Underrepresented
1606.01148,,,no_institution,False,Underrepresented
1606.01221,,,no_institution,False,Underrepresented
1606.01427,,,no_institution,False,Underrepresented
1606.01473,,,no_institution,False,Underrepresented
1606.01610,,,no_institution,False,Underrepresented
1606.01729,,,no_institution,False,Underrepresented
1606.01975,,,no_institution,False,Underrepresented
1606.02003,bytedance ai laboratory,,unranked,False,Underrepresented
1606.02009,,,no_institution,False,Underrepresented
1606.02479,,,no_institution,False,Underrepresented
1606.02508,,,no_institution,False,Underrepresented
1606.02660,,,no_institution,False,Underrepresented
1606.02801,,,no_institution,False,Underrepresented
1606.02816,facebook research,,unranked,False,Underrepresented
1606.03124,,,no_institution,False,Underrepresented
1606.03210,,,no_institution,False,Underrepresented
1606.03310,,,no_institution,False,Underrepresented
1606.03754,,,no_institution,False,Underrepresented
1606.04069,,,no_institution,False,Underrepresented
1606.04080,,,no_institution,False,Underrepresented
1606.04224,,,no_institution,False,Underrepresented
1606.04649,,,no_institution,False,Underrepresented
1606.04896,,,no_institution,False,Underrepresented
1606.04993,,,no_institution,False,Underrepresented
1606.05245,,,no_institution,False,Underrepresented
1606.05279,,,no_institution,False,Underrepresented
1606.05294,,,no_institution,False,Underrepresented
1606.05396,,,no_institution,False,Underrepresented
1606.05431,,,no_institution,False,Underrepresented
1606.05739,,,no_institution,False,Underrepresented
1606.05777,,,no_institution,False,Underrepresented
1606.05911,,,no_institution,False,Underrepresented
1606.06052,,,no_institution,False,Underrepresented
1606.06083,university of utah,,unranked,False,Underrepresented
1606.06087,,,no_institution,False,Underrepresented
1606.06088,,,no_institution,False,Underrepresented
1606.06114,,,no_institution,False,Underrepresented
1606.06161,,,no_institution,False,Underrepresented
1606.06268,,,no_institution,False,Underrepresented
1606.06354,university of florida,,unranked,False,Underrepresented
1606.06710,carnegie mellon university,,unranked,False,Underrepresented
1606.06723,,,no_institution,False,Underrepresented
1606.06843,,,no_institution,False,Underrepresented
1606.06852,,,no_institution,False,Underrepresented
1606.06975,,,no_institution,False,Underrepresented
1606.07132,,,no_institution,False,Underrepresented
1606.07307,,,no_institution,False,Underrepresented
1606.07384,,,no_institution,False,Underrepresented
1606.07395,,,no_institution,False,Underrepresented
1606.07595,,,no_institution,False,Underrepresented
1606.07757,,,no_institution,False,Underrepresented
1606.07904,,,no_institution,False,Underrepresented
1606.07965,,,no_institution,False,Underrepresented
1606.08058,,,no_institution,False,Underrepresented
1606.08106,,,no_institution,False,Underrepresented
1606.08328,,,no_institution,False,Underrepresented
1606.08363,,,no_institution,False,Underrepresented
1606.08375,,,no_institution,False,Underrepresented
1606.08471,,,no_institution,False,Underrepresented
1606.08670,,,no_institution,False,Underrepresented
1606.08768,,,no_institution,False,Underrepresented
1606.08972,,,no_institution,False,Underrepresented
1606.09006,,,no_institution,False,Underrepresented
1606.09012,,,no_institution,False,Underrepresented
1606.09260,,,no_institution,False,Underrepresented
1606.09281,,,no_institution,False,Underrepresented
1606.09457,,,no_institution,False,Underrepresented
1607.00215,,,no_institution,False,Underrepresented
1607.00395,,,no_institution,False,Underrepresented
1607.00452,,,no_institution,False,Underrepresented
1607.00778,,,no_institution,False,Underrepresented
1607.00868,,,no_institution,False,Underrepresented
1607.00895,,,no_institution,False,Underrepresented
1607.00925,,,no_institution,False,Underrepresented
1607.00944,,,no_institution,False,Underrepresented
1607.00947,,,no_institution,False,Underrepresented
1607.01087,,,no_institution,False,Underrepresented
1607.01133,,,no_institution,False,Underrepresented
1607.01159,,,no_institution,False,Underrepresented
1607.01212,,,no_institution,False,Underrepresented
1607.01219,,,no_institution,False,Underrepresented
1607.01423,,,no_institution,False,Underrepresented
1607.01580,,,no_institution,False,Underrepresented
1607.01651,,,no_institution,False,Underrepresented
1607.01930,birla institute of technology and science pilani,,unranked,False,Underrepresented
1607.02020,,,no_institution,False,Underrepresented
1607.02262,,,no_institution,False,Underrepresented
1607.02470,,,no_institution,False,Underrepresented
1607.02916,,,no_institution,False,Underrepresented
1607.02994,,,no_institution,False,Underrepresented
1607.03027,,,no_institution,False,Underrepresented
1607.03179,,,no_institution,False,Underrepresented
1607.03558,,,no_institution,False,Underrepresented
1607.03599,,,no_institution,False,Underrepresented
1607.03856,,,no_institution,False,Underrepresented
1607.04169,,,no_institution,False,Underrepresented
1607.04195,,,no_institution,False,Underrepresented
1607.04231,,,no_institution,False,Underrepresented
1607.04407,,,no_institution,False,Underrepresented
1607.04467,,,no_institution,False,Underrepresented
1607.04513,,,no_institution,False,Underrepresented
1607.04522,,,no_institution,False,Underrepresented
1607.04583,,,no_institution,False,Underrepresented
1607.04691,,,no_institution,False,Underrepresented
1607.04699,,,no_institution,False,Underrepresented
1607.04813,,,no_institution,False,Underrepresented
1607.04944,,,no_institution,False,Underrepresented
1607.05053,,,no_institution,False,Underrepresented
1607.05068,,,no_institution,False,Underrepresented
1607.05302,,,no_institution,False,Underrepresented
1607.05396,,,no_institution,False,Underrepresented
1607.05458,,,no_institution,False,Underrepresented
1607.05565,,,no_institution,False,Underrepresented
1607.05966,,,no_institution,False,Underrepresented
1607.05967,,,no_institution,False,Underrepresented
1607.06132,cnrs,,unranked,False,Underrepresented
1607.06347,,,no_institution,False,Underrepresented
1607.06392,,,no_institution,False,Underrepresented
1607.06622,robotics autonomous systems,,unranked,False,Underrepresented
1607.06863,,,no_institution,False,Underrepresented
1607.07018,,,no_institution,False,Underrepresented
1607.07229,,,no_institution,False,Underrepresented
1607.07491,,,no_institution,False,Underrepresented
1607.07549,,,no_institution,False,Underrepresented
1607.07693,,,no_institution,False,Underrepresented
1607.07802,,,no_institution,False,Underrepresented
1607.07959,,,no_institution,False,Underrepresented
1607.08030,,,no_institution,False,Underrepresented
1607.08032,,,no_institution,False,Underrepresented
1607.08252,,,no_institution,False,Underrepresented
1607.08539,,,no_institution,False,Underrepresented
1607.08746,,,no_institution,False,Underrepresented
1607.08754,,,no_institution,False,Underrepresented
1607.08764,,,no_institution,False,Underrepresented
1607.08863,,,no_institution,False,Underrepresented
1608.00144,,,no_institution,False,Underrepresented
1608.00157,,,no_institution,False,Underrepresented
1608.00185,,,no_institution,False,Underrepresented
1608.00264,,,no_institution,False,Underrepresented
1608.00312,,,no_institution,False,Underrepresented
1608.00316,,,no_institution,False,Underrepresented
1608.00403,,,no_institution,False,Underrepresented
1608.00667,,,no_institution,False,Underrepresented
1608.00669,,,no_institution,False,Underrepresented
1608.00804,,,no_institution,False,Underrepresented
1608.00825,,,no_institution,False,Underrepresented
1608.00922,,,no_institution,False,Underrepresented
1608.01467,,,no_institution,False,Underrepresented
1608.01626,,,no_institution,False,Underrepresented
1608.01759,,,no_institution,False,Underrepresented
1608.01771,,,no_institution,False,Underrepresented
1608.01773,,,no_institution,False,Underrepresented
1608.01897,,,no_institution,False,Underrepresented
1608.01906,,,no_institution,False,Underrepresented
1608.01944,,,no_institution,False,Underrepresented
1608.01993,,,no_institution,False,Underrepresented
1608.02139,,,no_institution,False,Underrepresented
1608.02168,,,no_institution,False,Underrepresented
1608.02223,,,no_institution,False,Underrepresented
1608.02267,,,no_institution,False,Underrepresented
1608.02417,,,no_institution,False,Underrepresented
1608.02420,,,no_institution,False,Underrepresented
1608.02460,,,no_institution,False,Underrepresented
1608.02689,,,no_institution,False,Underrepresented
1608.03055,,,no_institution,False,Underrepresented
1608.03112,,,no_institution,False,Underrepresented
1608.03307,,,no_institution,False,Underrepresented
1608.03382,,,no_institution,False,Underrepresented
1608.03421,,,no_institution,False,Underrepresented
1608.03594,,,no_institution,False,Underrepresented
1608.03619,,,no_institution,False,Underrepresented
1608.03769,,,no_institution,False,Underrepresented
1608.04033,,,no_institution,False,Underrepresented
1608.04071,,,no_institution,False,Underrepresented
1608.04534,,,no_institution,False,Underrepresented
1608.04570,,,no_institution,False,Underrepresented
1608.04603,,,no_institution,False,Underrepresented
1608.04795,,,no_institution,False,Underrepresented
1608.04812,,,no_institution,False,Underrepresented
1608.05058,,,no_institution,False,Underrepresented
1608.05225,,,no_institution,False,Underrepresented
1608.05444,,,no_institution,False,Underrepresented
1608.05538,,,no_institution,False,Underrepresented
1608.05604,saarland university,,unranked,False,Underrepresented
1608.05664,,,no_institution,False,Underrepresented
1608.05821,,,no_institution,False,Underrepresented
1608.05893,,,no_institution,False,Underrepresented
1608.05969,university of bucharest,,unranked,False,Underrepresented
1608.06191,,,no_institution,False,Underrepresented
1608.06379,,,no_institution,False,Underrepresented
1608.06799,,,no_institution,False,Underrepresented
1608.07006,,,no_institution,False,Underrepresented
1608.07032,,,no_institution,False,Underrepresented
1608.07068,,,no_institution,False,Underrepresented
1608.07124,,,no_institution,False,Underrepresented
1608.07340,,,no_institution,False,Underrepresented
1608.07365,,,no_institution,False,Underrepresented
1608.07458,,,no_institution,False,Underrepresented
1608.07516,,,no_institution,False,Underrepresented
1608.07616,,,no_institution,False,Underrepresented
1608.07645,,,no_institution,False,Underrepresented
1608.07706,,,no_institution,False,Underrepresented
1608.07771,,,no_institution,False,Underrepresented
1608.07863,,,no_institution,False,Underrepresented
1608.07923,,,no_institution,False,Underrepresented
1608.07926,,,no_institution,False,Underrepresented
1608.07939,,,no_institution,False,Underrepresented
1608.08146,,,no_institution,False,Underrepresented
1608.08182,,,no_institution,False,Underrepresented
1608.08193,,,no_institution,False,Underrepresented
1608.08210,,,no_institution,False,Underrepresented
1608.08379,,,no_institution,False,Underrepresented
1608.08541,,,no_institution,False,Underrepresented
1608.08591,,,no_institution,False,Underrepresented
1608.08613,,,no_institution,False,Underrepresented
1608.08779,,,no_institution,False,Underrepresented
1608.08925,,,no_institution,False,Underrepresented
1608.09014,,,no_institution,False,Underrepresented
1609.00050,,,no_institution,False,Underrepresented
1609.00321,,,no_institution,False,Underrepresented
1609.00408,,,no_institution,False,Underrepresented
1609.00525,,,no_institution,False,Underrepresented
1609.00940,,,no_institution,False,Underrepresented
1609.01011,,,no_institution,False,Underrepresented
1609.01078,,,no_institution,False,Underrepresented
1609.01239,,,no_institution,False,Underrepresented
1609.01275,,,no_institution,False,Underrepresented
1609.01322,,,no_institution,False,Underrepresented
1609.01582,,,no_institution,False,Underrepresented
1609.01712,,,no_institution,False,Underrepresented
1609.01848,,,no_institution,False,Underrepresented
1609.01966,,,no_institution,False,Underrepresented
1609.02170,,,no_institution,False,Underrepresented
1609.02404,,,no_institution,False,Underrepresented
1609.02422,,,no_institution,False,Underrepresented
1609.02612,,,no_institution,False,Underrepresented
1609.02640,,,no_institution,False,Underrepresented
1609.02668,,,no_institution,False,Underrepresented
1609.02721,,,no_institution,False,Underrepresented
1609.02755,,,no_institution,False,Underrepresented
1609.02829,,,no_institution,False,Underrepresented
1609.02943,eth zürich,,unranked,False,Underrepresented
1609.03010,,,no_institution,False,Underrepresented
1609.03132,,,no_institution,False,Underrepresented
1609.03295,,,no_institution,False,Underrepresented
1609.03312,,,no_institution,False,Underrepresented
1609.03732,,,no_institution,False,Underrepresented
1609.03795,,,no_institution,False,Underrepresented
1609.04154,,,no_institution,False,Underrepresented
1609.04335,,,no_institution,False,Underrepresented
1609.04362,,,no_institution,False,Underrepresented
1609.04424,,,no_institution,False,Underrepresented
1609.04441,,,no_institution,False,Underrepresented
1609.04458,,,no_institution,False,Underrepresented
1609.04559,,,no_institution,False,Underrepresented
1609.04596,,,no_institution,False,Underrepresented
1609.04602,,,no_institution,False,Underrepresented
1609.04711,,,no_institution,False,Underrepresented
1609.04865,,,no_institution,False,Underrepresented
1609.05215,,,no_institution,False,Underrepresented
1609.05666,,,no_institution,False,Underrepresented
1609.05745,,,no_institution,False,Underrepresented
1609.05777,,,no_institution,False,Underrepresented
1609.05967,,,no_institution,False,Underrepresented
1609.06166,,,no_institution,False,Underrepresented
1609.06450,,,no_institution,False,Underrepresented
1609.06563,,,no_institution,False,Underrepresented
1609.06653,,,no_institution,False,Underrepresented
1609.06654,,,no_institution,False,Underrepresented
1609.06942,,,no_institution,False,Underrepresented
1609.06981,,,no_institution,False,Underrepresented
1609.07074,,,no_institution,False,Underrepresented
1609.07370,,,no_institution,False,Underrepresented
1609.07378,,,no_institution,False,Underrepresented
1609.07472,,,no_institution,False,Underrepresented
1609.07666,,,no_institution,False,Underrepresented
1609.07681,,,no_institution,False,Underrepresented
1609.07927,,,no_institution,False,Underrepresented
1609.07999,,,no_institution,False,Underrepresented
1609.08023,,,no_institution,False,Underrepresented
1609.08097,university of arizona,,unranked,False,Underrepresented
1609.08114,,,no_institution,False,Underrepresented
1609.08209,applied ai institute,,unranked,False,Underrepresented
1609.08286,,,no_institution,False,Underrepresented
1609.08317,,,no_institution,False,Underrepresented
1609.08431,indian institute of technology delhi,,unranked,False,Underrepresented
1609.08446,,,no_institution,False,Underrepresented
1609.08661,,,no_institution,False,Underrepresented
1609.08677,,,no_institution,False,Underrepresented
1609.08755,,,no_institution,False,Underrepresented
1609.09270,,,no_institution,False,Underrepresented
1609.09340,,,no_institution,False,Underrepresented
1609.09447,,,no_institution,False,Underrepresented
1609.09470,,,no_institution,False,Underrepresented
1609.09552,,,no_institution,False,Underrepresented
1609.09842,,,no_institution,False,Underrepresented
1610.00062,,,no_institution,False,Underrepresented
1610.00116,,,no_institution,False,Underrepresented
1610.00127,,,no_institution,False,Underrepresented
1610.00134,,,no_institution,False,Underrepresented
1610.00401,,,no_institution,False,Underrepresented
1610.00505,,,no_institution,False,Underrepresented
1610.00507,,,no_institution,False,Underrepresented
1610.00618,,,no_institution,False,Underrepresented
1610.01091,,,no_institution,False,Underrepresented
1610.01101,,,no_institution,False,Underrepresented
1610.01342,,,no_institution,False,Underrepresented
1610.01366,,,no_institution,False,Underrepresented
1610.01492,,,no_institution,False,Underrepresented
1610.01562,,,no_institution,False,Underrepresented
1610.01745,,,no_institution,False,Underrepresented
1610.01759,,,no_institution,False,Underrepresented
1610.01838,,,no_institution,False,Underrepresented
1610.01891,,,no_institution,False,Underrepresented
1610.01894,,,no_institution,False,Underrepresented
1610.01992,,,no_institution,False,Underrepresented
1610.02003,,,no_institution,False,Underrepresented
1610.02085,university of washington,,unranked,False,Underrepresented
1610.02091,,,no_institution,False,Underrepresented
1610.02138,,,no_institution,False,Underrepresented
1610.02349,,,no_institution,False,Underrepresented
1610.02508,,,no_institution,False,Underrepresented
1610.02583,,,no_institution,False,Underrepresented
1610.02587,,,no_institution,False,Underrepresented
1610.02620,,,no_institution,False,Underrepresented
1610.02754,,,no_institution,False,Underrepresented
1610.02928,,,no_institution,False,Underrepresented
1610.03001,,,no_institution,False,Underrepresented
1610.03141,,,no_institution,False,Underrepresented
1610.03177,,,no_institution,False,Underrepresented
1610.03279,,,no_institution,False,Underrepresented
1610.03290,,,no_institution,False,Underrepresented
1610.03338,,,no_institution,False,Underrepresented
1610.03354,,,no_institution,False,Underrepresented
1610.03440,,,no_institution,False,Underrepresented
1610.03988,,,no_institution,False,Underrepresented
1610.04090,,,no_institution,False,Underrepresented
1610.04344,,,no_institution,False,Underrepresented
1610.04955,,,no_institution,False,Underrepresented
1610.05006,,,no_institution,False,Underrepresented
1610.05057,,,no_institution,False,Underrepresented
1610.05202,,,no_institution,False,Underrepresented
1610.05212,,,no_institution,False,Underrepresented
1610.05227,,,no_institution,False,Underrepresented
1610.05492,,,no_institution,False,Underrepresented
1610.05579,,,no_institution,False,Underrepresented
1610.05665,,,no_institution,False,Underrepresented
1610.05804,,,no_institution,False,Underrepresented
1610.05915,,,no_institution,False,Underrepresented
1610.06264,,,no_institution,False,Underrepresented
1610.06276,,,no_institution,False,Underrepresented
1610.06538,,,no_institution,False,Underrepresented
1610.06602,google deepmind,,unranked,False,Underrepresented
1610.06689,,,no_institution,False,Underrepresented
1610.06741,,,no_institution,False,Underrepresented
1610.06748,,,no_institution,False,Underrepresented
1610.06990,,,no_institution,False,Underrepresented
1610.07037,,,no_institution,False,Underrepresented
1610.07094,,,no_institution,False,Underrepresented
1610.07212,,,no_institution,False,Underrepresented
1610.07254,,,no_institution,False,Underrepresented
1610.07283,,,no_institution,False,Underrepresented
1610.07296,,,no_institution,False,Underrepresented
1610.07651,,,no_institution,False,Underrepresented
1610.07727,,,no_institution,False,Underrepresented
1610.07809,nantes university,,unranked,False,Underrepresented
1610.07817,,,no_institution,False,Underrepresented
1610.07921,,,no_institution,False,Underrepresented
1610.08007,,,no_institution,False,Underrepresented
1610.08114,,,no_institution,False,Underrepresented
1610.08129,,,no_institution,False,Underrepresented
1610.08227,,,no_institution,False,Underrepresented
1610.08256,,,no_institution,False,Underrepresented
1610.08299,,,no_institution,False,Underrepresented
1610.08306,,,no_institution,False,Underrepresented
1610.08636,,,no_institution,False,Underrepresented
1610.08691,,,no_institution,False,Underrepresented
1610.08764,,,no_institution,False,Underrepresented
1610.08799,,,no_institution,False,Underrepresented
1610.08938,,,no_institution,False,Underrepresented
1610.09016,,,no_institution,False,Underrepresented
1610.09062,,,no_institution,False,Underrepresented
1610.09130,,,no_institution,False,Underrepresented
1610.09237,,,no_institution,False,Underrepresented
1610.09274,,,no_institution,False,Underrepresented
1610.09276,,,no_institution,False,Underrepresented
1610.09392,,,no_institution,False,Underrepresented
1610.09418,,,no_institution,False,Underrepresented
1610.09451,,,no_institution,False,Underrepresented
1610.09462,,,no_institution,False,Underrepresented
1610.09488,,,no_institution,False,Underrepresented
1610.09608,,,no_institution,False,Underrepresented
1610.09646,,,no_institution,False,Underrepresented
1610.09921,,,no_institution,False,Underrepresented
1611.00110,,,no_institution,False,Underrepresented
1611.00148,,,no_institution,False,Underrepresented
1611.00156,,,no_institution,False,Underrepresented
1611.00302,,,no_institution,False,Underrepresented
1611.00702,,,no_institution,False,Underrepresented
1611.00717,,,no_institution,False,Underrepresented
1611.00925,,,no_institution,False,Underrepresented
1611.00944,,,no_institution,False,Underrepresented
1611.00999,,,no_institution,False,Underrepresented
1611.01014,,,no_institution,False,Underrepresented
1611.01237,,,no_institution,False,Underrepresented
1611.01314,,,no_institution,False,Underrepresented
1611.01553,,,no_institution,False,Underrepresented
1611.01581,,,no_institution,False,Underrepresented
1611.01747,,,no_institution,False,Underrepresented
1611.01804,,,no_institution,False,Underrepresented
1611.01870,,,no_institution,False,Underrepresented
1611.01918,,,no_institution,False,Underrepresented
1611.02148,,,no_institution,False,Underrepresented
1611.02319,,,no_institution,False,Underrepresented
1611.02336,,,no_institution,False,Underrepresented
1611.02364,,,no_institution,False,Underrepresented
1611.02530,,,no_institution,False,Underrepresented
1611.02675,,,no_institution,False,Underrepresented
1611.02694,,,no_institution,False,Underrepresented
1611.02845,,,no_institution,False,Underrepresented
1611.03308,,,no_institution,False,Underrepresented
1611.03346,,,no_institution,False,Underrepresented
1611.03370,,,no_institution,False,Underrepresented
1611.03398,,,no_institution,False,Underrepresented
1611.03564,,,no_institution,False,Underrepresented
1611.03652,,,no_institution,False,Underrepresented
1611.03736,,,no_institution,False,Underrepresented
1611.03749,,,no_institution,False,Underrepresented
1611.03991,saarland university,,unranked,False,Underrepresented
1611.04092,,,no_institution,False,Underrepresented
1611.04242,,,no_institution,False,Underrepresented
1611.04436,,,no_institution,False,Underrepresented
1611.04454,,,no_institution,False,Underrepresented
1611.04567,,,no_institution,False,Underrepresented
1611.04677,,,no_institution,False,Underrepresented
1611.04895,,,no_institution,False,Underrepresented
1611.05127,,,no_institution,False,Underrepresented
1611.05159,,,no_institution,False,Underrepresented
1611.05169,,,no_institution,False,Underrepresented
1611.05199,,,no_institution,False,Underrepresented
1611.05231,,,no_institution,False,Underrepresented
1611.05326,,,no_institution,False,Underrepresented
1611.05545,,,no_institution,False,Underrepresented
1611.05615,,,no_institution,False,Underrepresented
1611.05654,,,no_institution,False,Underrepresented
1611.05660,,,no_institution,False,Underrepresented
1611.05722,,,no_institution,False,Underrepresented
1611.05980,,,no_institution,False,Underrepresented
1611.06009,,,no_institution,False,Underrepresented
1611.06090,,,no_institution,False,Underrepresented
