query_arxiv_id,rank,score,doc_arxiv_id,top_uni,relevant
0712.3875,46,0.8857353925704956,math/0511160,False,False
0712.3875,47,0.8850612044334412,math/0306414,False,False
0712.3875,48,0.8847615718841553,1605.08592,False,False
0712.3875,49,0.8847401738166809,1708.08020,False,False
0712.3875,50,0.8845839500427246,2201.06013,False,False
0712.3875,51,0.8840525150299072,1108.0622,True,False
0712.3875,52,0.8838173747062683,1608.06191,False,False
0712.3875,53,0.8837816119194031,1801.06633,False,False
0712.3875,54,0.8833631277084351,2602.02423,False,False
0712.3875,55,0.8833598494529724,2502.00956,False,False
0712.3875,56,0.8833439350128174,1507.08238,False,False
0712.3875,57,0.8824436664581299,1912.08109,False,False
0712.3875,58,0.8822985887527466,2508.13724,False,False
0712.3875,59,0.8822536468505859,1710.01958,False,False
0712.3875,60,0.8816977739334106,1509.01387,False,False
0712.3875,61,0.8816121220588684,2106.03440,False,False
0712.3875,62,0.8815290927886963,math/0503004,False,False
0712.3875,63,0.8812618851661682,1607.05565,False,False
0712.3875,64,0.8811060190200806,math/0006237,False,False
0712.3875,65,0.8807847499847412,2211.09991,False,False
0712.3875,66,0.8793867230415344,1511.01378,False,False
0712.3875,67,0.8788033723831177,2309.15219,False,True
0712.3875,68,0.8785774111747742,2202.08888,False,False
0712.3875,69,0.878334641456604,1112.1429,False,False
0712.3875,70,0.8780533075332642,1505.02942,False,False
0712.3875,71,0.8778687119483948,1606.01921,False,False
0712.3875,72,0.8775056600570679,1812.00042,False,False
0712.3875,73,0.8774482011795044,math/0209299,False,False
0712.3875,74,0.8774427175521851,0708.3912,False,False
0712.3875,75,0.8765210509300232,0906.5525,False,False
0712.3875,76,0.8763300776481628,math/0404212,False,False
0712.3875,77,0.8757750988006592,2412.16759,False,False
0712.3875,78,0.8752696514129639,2107.03782,False,False
0712.3875,79,0.8750264048576355,1406.3551,False,False
0712.3875,80,0.8749048113822937,1208.6417,False,False
0712.3875,81,0.8747002482414246,math/0005126,False,False
0712.3875,82,0.874553918838501,2104.08871,False,False
0712.3875,83,0.8742406368255615,math/9805034,False,False
0712.3875,84,0.8735541105270386,1107.3578,False,False
0712.3875,85,0.8733005523681641,2210.02277,False,True
0712.3875,86,0.8732719421386719,1411.4146,False,False
0712.3875,87,0.8732417225837708,2106.13294,False,False
